,location_id,latitude,longitude,obs_date,dataset_name
59,19394123,41.325,-70.566,20180225,Martha's Vineyard Coastal Observatory
60,19394123,41.325,-70.566,20180226,Martha's Vineyard Coastal Observatory
61,19394123,41.325,-70.566,20180227,Martha's Vineyard Coastal Observatory
62,19394123,41.325,-70.566,20180228,Martha's Vineyard Coastal Observatory
63,19394123,41.325,-70.566,20180510,Martha's Vineyard Coastal Observatory
64,62950397,43.781,-69.975,20180510,Bowdoin College (SCSC)
65,78310702,41.57,-71.41,20180510,GSO Dock
66,19394123,41.325,-70.566,20180511,Martha's Vineyard Coastal Observatory
67,78310702,41.57,-71.41,20180511,GSO Dock
68,19394123,41.325,-70.566,20180512,Martha's Vineyard Coastal Observatory
69,78310702,41.57,-71.41,20180512,GSO Dock
70,19394123,41.325,-70.566,20180513,Martha's Vineyard Coastal Observatory
71,62950397,43.781,-69.975,20180513,Bowdoin College (SCSC)
72,78310702,41.57,-71.41,20180513,GSO Dock
73,19394123,41.325,-70.566,20180514,Martha's Vineyard Coastal Observatory
74,62950397,43.781,-69.975,20180514,Bowdoin College (SCSC)
75,78310702,41.57,-71.41,20180514,GSO Dock
76,19394123,41.325,-70.566,20180515,Martha's Vineyard Coastal Observatory
77,62950397,43.781,-69.975,20180515,Bowdoin College (SCSC)
78,78310702,41.57,-71.41,20180515,GSO Dock
79,19394123,41.325,-70.566,20180516,Martha's Vineyard Coastal Observatory
80,62950397,43.781,-69.975,20180516,Bowdoin College (SCSC)
81,78310702,41.57,-71.41,20180516,GSO Dock
82,19394123,41.325,-70.566,20180517,Martha's Vineyard Coastal Observatory
83,62950397,43.781,-69.975,20180517,Bowdoin College (SCSC)
84,78310702,41.57,-71.41,20180517,GSO Dock
85,19394123,41.325,-70.566,20180518,Martha's Vineyard Coastal Observatory
86,62950397,43.781,-69.975,20180518,Bowdoin College (SCSC)
87,78310702,41.57,-71.41,20180518,GSO Dock
88,19394123,41.325,-70.566,20180519,Martha's Vineyard Coastal Observatory
89,62950397,43.781,-69.975,20180519,Bowdoin College (SCSC)
90,78310702,41.57,-71.41,20180519,GSO Dock
91,19394123,41.325,-70.566,20180520,Martha's Vineyard Coastal Observatory
92,62950397,43.781,-69.975,20180520,Bowdoin College (SCSC)
93,19394123,41.325,-70.566,20180521,Martha's Vineyard Coastal Observatory
94,62950397,43.781,-69.975,20180521,Bowdoin College (SCSC)
95,78310702,41.57,-71.41,20180521,GSO Dock
96,19394123,41.325,-70.566,20180522,Martha's Vineyard Coastal Observatory
97,62950397,43.781,-69.975,20180522,Bowdoin College (SCSC)
98,78310702,41.57,-71.41,20180522,GSO Dock
99,03179507,40.9276,-70.6214,20180523,NESLTER broadscale
100,05442083,41.0026,-70.6197,20180523,NESLTER broadscale
101,05508918,41.1558,-70.6569,20180523,NESLTER broadscale
102,18556827,41.1573,-70.5057,20180523,NESLTER broadscale
103,19394123,41.325,-70.566,20180523,Martha's Vineyard Coastal Observatory
104,21655186,41.1018,-70.6209,20180523,NESLTER broadscale
105,33144094,41.142,-70.548,20180523,NESLTER broadscale
106,42251477,41.1653,-70.6708,20180523,NESLTER broadscale
107,62950397,43.781,-69.975,20180523,Bowdoin College (SCSC)
108,65440586,41.1843,-70.7685,20180523,NESLTER broadscale
109,71306517,41.0781,-70.6179,20180523,NESLTER broadscale
110,78310702,41.57,-71.41,20180523,GSO Dock
111,80329411,41.1079,-70.6186,20180523,NESLTER broadscale
112,96275992,41.16,-70.5569,20180523,NESLTER broadscale
113,01304762,39.9022,-70.7469,20180524,NESLTER broadscale
114,01670454,40.1628,-70.4203,20180524,NESLTER broadscale
115,02411882,40.6826,-71.206,20180524,NESLTER broadscale
116,02694504,39.9863,-70.9064,20180524,NESLTER broadscale
117,03630529,40.029,-70.6114,20180524,NESLTER broadscale
118,08536519,40.7761,-70.6248,20180524,NESLTER broadscale
119,09773614,40.2157,-70.5015,20180524,NESLTER broadscale
120,12386945,40.3352,-70.7498,20180524,NESLTER broadscale
121,13959158,39.9449,-70.8277,20180524,NESLTER broadscale
122,19394123,41.325,-70.566,20180524,Martha's Vineyard Coastal Observatory
123,19513065,40.061,-70.5528,20180524,NESLTER broadscale
124,21753377,40.4869,-70.8438,20180524,NESLTER broadscale
125,22098411,40.317,-71.0908,20180524,NESLTER broadscale
126,23729634,40.4097,-70.9158,20180524,NESLTER broadscale
127,26964168,40.3738,-70.8353,20180524,NESLTER broadscale
128,29987534,40.9027,-71.271,20180524,NESLTER broadscale
129,30593783,41.3719,-71.357,20180524,NESLTER broadscale
130,32373127,40.1152,-70.4853,20180524,NESLTER broadscale
131,36820131,40.2572,-70.5848,20180524,NESLTER broadscale
132,37318398,40.6415,-70.6168,20180524,NESLTER broadscale
133,37970972,40.5408,-70.7476,20180524,NESLTER broadscale
134,38649772,41.4289,-71.3847,20180524,NESLTER broadscale
135,43146549,40.4619,-71.1351,20180524,NESLTER broadscale
136,43988661,40.7002,-70.6245,20180524,NESLTER broadscale
137,46467516,40.033,-70.607,20180524,NESLTER broadscale
138,46794801,40.1734,-70.4189,20180524,NESLTER broadscale
139,47412654,40.0329,-70.5939,20180524,NESLTER broadscale
140,48216472,40.4306,-70.8989,20180524,NESLTER broadscale
141,49660266,41.2961,-71.3557,20180524,NESLTER broadscale
142,53368519,40.6607,-70.6251,20180524,NESLTER broadscale
143,58682686,40.656,-70.622,20180524,NESLTER broadscale
144,60264026,40.6088,-71.1859,20180524,NESLTER broadscale
145,62950397,43.781,-69.975,20180524,Bowdoin College (SCSC)
146,64450442,39.8358,-70.6242,20180524,NESLTER broadscale
147,65109700,41.4204,-71.3854,20180524,NESLTER broadscale
148,66647478,39.9009,-70.6041,20180524,NESLTER broadscale
149,69830805,39.8299,-70.611,20180524,NESLTER broadscale
150,71369124,40.2422,-71.0697,20180524,NESLTER broadscale
151,72430617,40.7573,-71.2248,20180524,NESLTER broadscale
152,73158972,40.9788,-71.2919,20180524,NESLTER broadscale
153,78310702,41.57,-71.41,20180524,GSO Dock
154,80007362,41.0539,-71.3066,20180524,NESLTER broadscale
155,80099413,40.8524,-70.6233,20180524,NESLTER broadscale
156,83044174,39.8296,-70.6136,20180524,NESLTER broadscale
157,83749927,39.8309,-70.6131,20180524,NESLTER broadscale
158,86450704,40.3868,-71.1125,20180524,NESLTER broadscale
159,90416638,40.5832,-70.6673,20180524,NESLTER broadscale
160,92050409,40.2955,-70.6655,20180524,NESLTER broadscale
161,94373071,40.5359,-71.1597,20180524,NESLTER broadscale
162,95624444,40.5022,-70.8259,20180524,NESLTER broadscale
163,96501677,40.8281,-71.2467,20180524,NESLTER broadscale
164,96955122,39.9748,-70.6018,20180524,NESLTER broadscale
165,97036282,39.8582,-70.6679,20180524,NESLTER broadscale
166,98390319,41.2231,-71.3522,20180524,NESLTER broadscale
167,02374603,40.8785,-71.4883,20180525,NESLTER broadscale
168,07461547,40.8152,-71.5173,20180525,NESLTER broadscale
169,19394123,41.325,-70.566,20180525,Martha's Vineyard Coastal Observatory
170,37527870,41.153,-71.4187,20180525,NESLTER broadscale
171,39287557,41.0809,-71.4143,20180525,NESLTER broadscale
172,62950397,43.781,-69.975,20180525,Bowdoin College (SCSC)
173,69377968,41.2957,-71.4181,20180525,NESLTER broadscale
174,70509783,40.9441,-71.4573,20180525,NESLTER broadscale
175,75449409,41.0104,-71.4269,20180525,NESLTER broadscale
176,78310702,41.57,-71.41,20180525,GSO Dock
177,83261127,41.2253,-71.4189,20180525,NESLTER broadscale
178,62950397,43.781,-69.975,20180526,Bowdoin College (SCSC)
179,78310702,41.57,-71.41,20180526,GSO Dock
180,78310702,41.57,-71.41,20180527,GSO Dock
181,10940843,40.8748,-71.2674,20180528,NESLTER broadscale
182,39392782,40.8648,-71.173,20180528,NESLTER broadscale
183,62066757,40.8966,-71.5527,20180528,NESLTER broadscale
184,62950397,43.781,-69.975,20180528,Bowdoin College (SCSC)
185,63439130,40.851,-70.9853,20180528,NESLTER broadscale
186,68332910,40.8855,-71.3606,20180528,NESLTER broadscale
187,78310702,41.57,-71.41,20180528,GSO Dock
188,83231009,40.8914,-71.4552,20180528,NESLTER broadscale
189,87642731,40.8443,-70.888,20180528,NESLTER broadscale
190,98145969,40.8582,-71.0777,20180528,NESLTER broadscale
191,02072096,40.7381,-69.0832,20180529,NESLTER broadscale
192,02106715,40.6092,-69.7633,20180529,NESLTER broadscale
193,03671166,40.8459,-69.7963,20180529,NESLTER broadscale
194,03973564,40.5366,-69.7479,20180529,NESLTER broadscale
195,05531513,40.8692,-69.1394,20180529,NESLTER broadscale
196,05857654,40.9927,-68.5112,20180529,NESLTER broadscale
197,06145815,40.7933,-69.7579,20180529,NESLTER broadscale
198,06376416,40.3919,-69.4788,20180529,NESLTER broadscale
199,10017403,40.8702,-68.115,20180529,NESLTER broadscale
200,11979534,40.5933,-68.8456,20180529,NESLTER broadscale
201,12577810,40.392,-69.693,20180529,NESLTER broadscale
202,14302291,40.4632,-69.7216,20180529,NESLTER broadscale
203,14929952,40.5629,-69.2277,20180529,NESLTER broadscale
204,15133631,40.7436,-68.8399,20180529,NESLTER broadscale
205,16920679,40.9204,-69.0135,20180529,NESLTER broadscale
206,18120051,40.662,-69.7548,20180529,NESLTER broadscale
207,19352411,40.668,-68.8366,20180529,NESLTER broadscale
208,21887359,40.5871,-69.2562,20180529,NESLTER broadscale
209,22657131,40.948,-68.8253,20180529,NESLTER broadscale
210,22723470,40.7177,-69.7542,20180529,NESLTER broadscale
211,23791739,40.7478,-68.9301,20180529,NESLTER broadscale
212,27110979,40.586,-68.8498,20180529,NESLTER broadscale
213,27234517,40.9922,-68.5434,20180529,NESLTER broadscale
214,27444816,40.7526,-69.0698,20180529,NESLTER broadscale
215,33555446,40.8034,-69.1099,20180529,NESLTER broadscale
216,34514216,40.4949,-69.1931,20180529,NESLTER broadscale
217,35829763,40.9635,-68.7315,20180529,NESLTER broadscale
218,42177824,40.7371,-68.8325,20180529,NESLTER broadscale
219,42831319,40.9808,-68.516,20180529,NESLTER broadscale
220,43612894,40.8348,-70.7372,20180529,NESLTER broadscale
221,44499888,40.7848,-69.9738,20180529,NESLTER broadscale
222,46041007,40.9712,-68.4544,20180529,NESLTER broadscale
223,46113858,40.7962,-70.3039,20180529,NESLTER broadscale
224,46409638,40.9234,-68.2795,20180529,NESLTER broadscale
225,46505385,40.9514,-68.3645,20180529,NESLTER broadscale
226,48043167,40.5879,-69.2104,20180529,NESLTER broadscale
227,53595116,40.8964,-68.1959,20180529,NESLTER broadscale
228,56309020,40.9778,-68.6381,20180529,NESLTER broadscale
229,58898167,40.5854,-68.9407,20180529,NESLTER broadscale
230,59305500,40.5837,-69.0332,20180529,NESLTER broadscale
231,59622056,40.8129,-69.882,20180529,NESLTER broadscale
232,62587980,40.4195,-69.3993,20180529,NESLTER broadscale
233,62609806,40.748,-70.0612,20180529,NESLTER broadscale
234,62822241,40.9013,-69.1043,20180529,NESLTER broadscale
235,62950397,43.781,-69.975,20180529,Bowdoin College (SCSC)
236,63009956,40.8111,-70.5063,20180529,NESLTER broadscale
237,63317782,40.7394,-70.1265,20180529,NESLTER broadscale
238,67185395,40.469,-69.2459,20180529,NESLTER broadscale
239,73679505,40.7766,-70.206,20180529,NESLTER broadscale
240,77472152,40.8515,-69.7607,20180529,NESLTER broadscale
241,78310702,41.57,-71.41,20180529,GSO Dock
242,78698408,40.9349,-68.9215,20180529,NESLTER broadscale
243,84185102,40.3397,-69.6416,20180529,NESLTER broadscale
244,84277518,40.75,-69.0208,20180529,NESLTER broadscale
245,85793514,40.8928,-69.1515,20180529,NESLTER broadscale
246,86490037,40.364,-69.5586,20180529,NESLTER broadscale
247,87738964,40.4952,-69.1745,20180529,NESLTER broadscale
248,88377727,40.584,-69.1246,20180529,NESLTER broadscale
249,92885143,40.4411,-69.3197,20180529,NESLTER broadscale
250,93476875,40.746,-69.0751,20180529,NESLTER broadscale
251,94309980,40.8252,-70.6058,20180529,NESLTER broadscale
252,97059130,40.8039,-70.4046,20180529,NESLTER broadscale
253,97065008,40.3381,-69.679,20180529,NESLTER broadscale
254,00144722,41.294,-66.8048,20180530,NESLTER broadscale
255,02049612,41.0899,-66.6709,20180530,NESLTER broadscale
256,04547152,41.1752,-66.6969,20180530,NESLTER broadscale
257,05881580,41.0047,-67.5986,20180530,NESLTER broadscale
258,07203189,40.9065,-67.084,20180530,NESLTER broadscale
259,08018414,40.9898,-66.6845,20180530,NESLTER broadscale
260,09247237,40.3773,-68.0195,20180530,NESLTER broadscale
261,14955518,40.7021,-67.702,20180530,NESLTER broadscale
262,14974992,40.7498,-68.0911,20180530,NESLTER broadscale
263,15344196,40.261,-67.6867,20180530,NESLTER broadscale
264,15428863,41.0495,-67.5292,20180530,NESLTER broadscale
265,16078058,41.168,-67.3456,20180530,NESLTER broadscale
266,19306290,40.2666,-67.7316,20180530,NESLTER broadscale
267,22902065,40.4069,-68.1044,20180530,NESLTER broadscale
268,26849603,40.986,-66.6742,20180530,NESLTER broadscale
269,28026624,40.2917,-67.8226,20180530,NESLTER broadscale
270,28150607,40.8454,-67.7159,20180530,NESLTER broadscale
271,28919350,40.5606,-67.6976,20180530,NESLTER broadscale
272,31455459,40.4234,-68.0866,20180530,NESLTER broadscale
273,33082057,40.9594,-66.7429,20180530,NESLTER broadscale
274,36387205,40.7742,-67.7138,20180530,NESLTER broadscale
275,38359567,41.0756,-67.247,20180530,NESLTER broadscale
276,39239644,41.1391,-67.3819,20180530,NESLTER broadscale
277,42876507,41.3231,-66.8325,20180530,NESLTER broadscale
278,43026896,40.2578,-67.6876,20180530,NESLTER broadscale
279,44028396,41.1568,-66.6747,20180530,NESLTER broadscale
280,46077942,40.3484,-67.933,20180530,NESLTER broadscale
281,47022190,40.3277,-67.9224,20180530,NESLTER broadscale
282,50086116,40.3178,-67.9149,20180530,NESLTER broadscale
283,51540763,41.4922,-66.8411,20180530,NESLTER broadscale
284,54557022,40.8349,-67.0111,20180530,NESLTER broadscale
285,55825207,41.2328,-66.7492,20180530,NESLTER broadscale
286,57292625,40.8415,-67.0054,20180530,NESLTER broadscale
287,58954109,40.9223,-67.7232,20180530,NESLTER broadscale
288,59766918,40.6425,-68.0948,20180530,NESLTER broadscale
289,59979865,40.4987,-68.0878,20180530,NESLTER broadscale
290,62950397,43.781,-69.975,20180530,Bowdoin College (SCSC)
291,63550316,40.9187,-66.8266,20180530,NESLTER broadscale
292,67409313,40.9618,-67.6663,20180530,NESLTER broadscale
293,68855643,40.4189,-67.6942,20180530,NESLTER broadscale
294,70236522,40.8423,-66.9912,20180530,NESLTER broadscale
295,72397042,41.1779,-67.3537,20180530,NESLTER broadscale
296,75120231,41.0201,-67.1912,20180530,NESLTER broadscale
297,75503647,40.4143,-68.1045,20180530,NESLTER broadscale
298,77045334,40.6324,-67.7,20180530,NESLTER broadscale
299,77482231,40.9161,-67.7129,20180530,NESLTER broadscale
300,78310702,41.57,-71.41,20180530,GSO Dock
301,80546369,41.0932,-67.4545,20180530,NESLTER broadscale
302,81299171,40.292,-67.6879,20180530,NESLTER broadscale
303,82551190,41.3732,-66.8364,20180530,NESLTER broadscale
304,83191809,40.8492,-67.0232,20180530,NESLTER broadscale
305,86053644,40.7156,-68.098,20180530,NESLTER broadscale
306,86586736,40.382,-67.7006,20180530,NESLTER broadscale
307,86803485,40.8794,-66.9072,20180530,NESLTER broadscale
308,88147251,41.1298,-67.3025,20180530,NESLTER broadscale
309,88359961,41.1532,-66.6706,20180530,NESLTER broadscale
310,88713076,40.7908,-68.0541,20180530,NESLTER broadscale
311,90007238,40.4929,-67.6958,20180530,NESLTER broadscale
312,94382462,40.8318,-68.0176,20180530,NESLTER broadscale
313,96106112,40.3678,-67.6908,20180530,NESLTER broadscale
314,96180936,41.0199,-66.6712,20180530,NESLTER broadscale
315,96407544,40.9616,-67.1384,20180530,NESLTER broadscale
316,97918874,40.5726,-68.0905,20180530,NESLTER broadscale
317,06352111,42.1113,-65.9547,20180531,NESLTER broadscale
318,09843175,42.0154,-66.0674,20180531,NESLTER broadscale
319,12038605,41.9981,-65.7818,20180531,NESLTER broadscale
320,14598207,41.9103,-65.746,20180531,NESLTER broadscale
321,15812144,41.5398,-66.7184,20180531,NESLTER broadscale
322,16072241,42.1672,-65.8294,20180531,NESLTER broadscale
323,16977559,41.7903,-65.5084,20180531,NESLTER broadscale
324,18170600,41.5122,-66.8014,20180531,NESLTER broadscale
325,18839612,41.7563,-65.4398,20180531,NESLTER broadscale
326,19574545,41.758,-65.4312,20180531,NESLTER broadscale
327,20410903,41.5755,-66.1615,20180531,NESLTER broadscale
328,21282435,42.2087,-65.7515,20180531,NESLTER broadscale
329,24042658,42.2351,-65.746,20180531,NESLTER broadscale
330,24893093,41.9322,-66.1196,20180531,NESLTER broadscale
331,25630061,41.5663,-66.0958,20180531,NESLTER broadscale
332,28412322,41.7498,-65.46,20180531,NESLTER broadscale
333,29052835,41.8728,-65.6753,20180531,NESLTER broadscale
334,29117831,42.1433,-65.7733,20180531,NESLTER broadscale
335,29215441,41.5672,-66.635,20180531,NESLTER broadscale
336,30650505,42.2377,-65.735,20180531,NESLTER broadscale
337,34165823,41.896,-65.781,20180531,NESLTER broadscale
338,36359093,41.5744,-65.9252,20180531,NESLTER broadscale
339,40274759,41.9231,-65.7858,20180531,NESLTER broadscale
340,41374882,42.2178,-65.7653,20180531,NESLTER broadscale
341,42144407,41.5638,-66.5537,20180531,NESLTER broadscale
342,46058863,41.4715,-66.4215,20180531,NESLTER broadscale
343,46150879,42.074,-66.075,20180531,NESLTER broadscale
344,47040900,41.8292,-65.5923,20180531,NESLTER broadscale
345,47287189,42.1632,-65.8275,20180531,NESLTER broadscale
346,47632764,42.138,-65.8765,20180531,NESLTER broadscale
347,47717673,41.422,-66.3337,20180531,NESLTER broadscale
348,47922689,41.5792,-66.1776,20180531,NESLTER broadscale
349,49355635,42.1553,-65.8295,20180531,NESLTER broadscale
350,50209135,41.9465,-66.2161,20180531,NESLTER broadscale
351,51277407,41.5186,-66.4876,20180531,NESLTER broadscale
352,51979639,41.9049,-65.7532,20180531,NESLTER broadscale
353,54488439,41.5797,-65.9966,20180531,NESLTER broadscale
354,54852537,41.5868,-66.1769,20180531,NESLTER broadscale
355,54949474,41.4763,-66.279,20180531,NESLTER broadscale
356,55121449,41.6436,-65.723,20180531,NESLTER broadscale
357,60779040,42.1625,-65.8298,20180531,NESLTER broadscale
358,62950397,43.781,-69.975,20180531,Bowdoin College (SCSC)
359,63283941,41.5854,-65.9259,20180531,NESLTER broadscale
360,65931433,41.6097,-65.812,20180531,NESLTER broadscale
361,69496970,41.5852,-66.5901,20180531,NESLTER broadscale
362,69569297,41.5709,-66.1576,20180531,NESLTER broadscale
363,69672414,42.0883,-66.0333,20180531,NESLTER broadscale
364,75262725,41.5769,-66.1748,20180531,NESLTER broadscale
365,76652630,41.4229,-66.3539,20180531,NESLTER broadscale
366,77228274,42.0591,-66.0658,20180531,NESLTER broadscale
367,78310702,41.57,-71.41,20180531,GSO Dock
368,82397047,41.5884,-65.9253,20180531,NESLTER broadscale
369,84246528,41.5862,-66.1684,20180531,NESLTER broadscale
370,84298985,41.5826,-66.1647,20180531,NESLTER broadscale
371,85589975,41.9465,-66.0817,20180531,NESLTER broadscale
372,86897566,42.2298,-65.7582,20180531,NESLTER broadscale
373,88333972,41.5358,-66.218,20180531,NESLTER broadscale
374,88772004,41.5791,-65.8988,20180531,NESLTER broadscale
375,88912568,42.0704,-65.7777,20180531,NESLTER broadscale
376,89971578,42.2182,-65.7473,20180531,NESLTER broadscale
377,91230482,41.7176,-65.5426,20180531,NESLTER broadscale
378,91526456,41.9612,-66.3153,20180531,NESLTER broadscale
379,93885489,41.6807,-65.6326,20180531,NESLTER broadscale
380,94561979,41.9027,-65.7689,20180531,NESLTER broadscale
381,03208250,41.3751,-68.6985,20180601,NESLTER broadscale
382,04685739,41.3005,-67.8694,20180601,NESLTER broadscale
383,04772153,41.4383,-67.6369,20180601,NESLTER broadscale
384,06639290,41.58,-68.6668,20180601,NESLTER broadscale
385,08284568,41.4626,-67.6853,20180601,NESLTER broadscale
386,12466447,42.0078,-66.6851,20180601,NESLTER broadscale
387,14274700,41.5503,-67.4455,20180601,NESLTER broadscale
388,17104118,41.8326,-67.0839,20180601,NESLTER broadscale
389,17819896,42.007,-66.6299,20180601,NESLTER broadscale
390,17919868,41.9588,-66.8472,20180601,NESLTER broadscale
391,19038783,41.4195,-68.42,20180601,NESLTER broadscale
392,22816451,41.4155,-68.5113,20180601,NESLTER broadscale
393,24289209,41.9989,-66.7594,20180601,NESLTER broadscale
394,25983573,41.8302,-67.0945,20180601,NESLTER broadscale
395,26674267,41.6783,-67.3486,20180601,NESLTER broadscale
396,27035472,41.9142,-66.93,20180601,NESLTER broadscale
397,28427063,41.5024,-68.9056,20180601,NESLTER broadscale
398,30279005,41.4947,-68.906,20180601,NESLTER broadscale
399,31377993,41.81,-67.3463,20180601,NESLTER broadscale
400,31934438,41.8299,-67.1905,20180601,NESLTER broadscale
401,33871369,41.4129,-68.6679,20180601,NESLTER broadscale
402,36066176,41.8346,-67.2851,20180601,NESLTER broadscale
403,40597932,41.4204,-68.2534,20180601,NESLTER broadscale
404,43960858,41.5123,-67.471,20180601,NESLTER broadscale
405,44410750,41.3698,-67.7757,20180601,NESLTER broadscale
406,45037111,41.9963,-66.5177,20180601,NESLTER broadscale
407,47946574,41.6333,-67.4213,20180601,NESLTER broadscale
408,48996563,41.4985,-68.9041,20180601,NESLTER broadscale
409,51129752,41.257,-68.03,20180601,NESLTER broadscale
410,51815527,41.417,-67.6986,20180601,NESLTER broadscale
411,52813161,41.6709,-67.4255,20180601,NESLTER broadscale
412,53146131,41.8795,-67.389,20180601,NESLTER broadscale
413,54087431,41.8736,-67.0072,20180601,NESLTER broadscale
414,54960797,41.6248,-68.5229,20180601,NESLTER broadscale
415,55517091,41.9259,-67.4173,20180601,NESLTER broadscale
416,58337670,41.3788,-68.5612,20180601,NESLTER broadscale
417,61846889,41.3553,-68.6409,20180601,NESLTER broadscale
418,62106507,41.5695,-68.7027,20180601,NESLTER broadscale
419,62950397,43.781,-69.975,20180601,Bowdoin College (SCSC)
420,66344431,41.3913,-68.2438,20180601,NESLTER broadscale
421,67890233,41.7352,-68.2345,20180601,NESLTER broadscale
422,74412511,41.5334,-68.7903,20180601,NESLTER broadscale
423,74656210,41.4607,-67.5332,20180601,NESLTER broadscale
424,75137536,41.4685,-68.8271,20180601,NESLTER broadscale
425,75831650,41.4408,-68.743,20180601,NESLTER broadscale
426,76138194,41.8373,-67.3308,20180601,NESLTER broadscale
427,78206326,41.4205,-67.5822,20180601,NESLTER broadscale
428,78310702,41.57,-71.41,20180601,GSO Dock
429,81709917,41.5745,-68.6568,20180601,NESLTER broadscale
430,82036311,41.587,-68.6088,20180601,NESLTER broadscale
431,83115684,41.2518,-67.9405,20180601,NESLTER broadscale
432,84083472,41.3203,-68.2052,20180601,NESLTER broadscale
433,85641701,41.7343,-68.1392,20180601,NESLTER broadscale
434,85847432,41.2827,-68.1256,20180601,NESLTER broadscale
435,86411833,41.7341,-67.3084,20180601,NESLTER broadscale
436,87873869,41.3736,-68.5663,20180601,NESLTER broadscale
437,89160893,41.7282,-68.0443,20180601,NESLTER broadscale
438,90171290,41.7058,-68.3251,20180601,NESLTER broadscale
439,91846377,41.9859,-66.414,20180601,NESLTER broadscale
440,93345571,41.4995,-68.8727,20180601,NESLTER broadscale
441,95738034,41.7229,-67.9625,20180601,NESLTER broadscale
442,96895017,41.4222,-68.323,20180601,NESLTER broadscale
443,99076646,41.8799,-67.3707,20180601,NESLTER broadscale
444,99352029,41.3365,-67.8259,20180601,NESLTER broadscale
